id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0327905,1,6/14/2016 9:05,6/14/2016 9:24,1,-73.96201324,40.76773453,-73.97790527,40.76024246,N,1168
id3068146,2,4/2/2016 23:23,4/2/2016 23:31,1,-73.98355865,40.76089096,-73.97731018,40.75224304,N,497
id1694146,2,5/2/2016 22:44,5/2/2016 22:48,1,-73.96179199,40.68246841,-73.971138,40.68466187,N,230
id1969772,2,1/29/2016 23:13,1/29/2016 23:25,2,0,40.81047821,-73.97481537,40.77786255,N,734
id0334818,1,6/12/2016 22:01,6/12/2016 22:52,2,-73.78255463,40.64455032,-73.99610138,40.73545837,N,3092
id2301427,2,1/14/2016 21:03,1/14/2016 21:14,1,-73.98212433,40.7509079,0,40.73315811,N,611
id0187893,2,6/16/2016 17:46,6/16/2016 18:19,2,-73.86397552,40.77083206,0,40.76124191,N,2010
id0236727,2,4/30/2016 9:50,4/30/2016 9:58,5,-73.96988678,40.75342941,-73.9888382,0,N,452
id0181606,2,3/28/2016 15:11,3/28/2016 15:16,1,-73.98170471,0,-73.97414398,40.77854538,N,336
id1476896,2,2/24/2016 20:47,2/24/2016 21:07,5,-74.00853729,40.71173096,-73.96326447,40.68888092,N,1241
id1425229,1,2/8/2016 14:53,2/8/2016 15:09,1,-74.0089035,40.7108345,-73.99121857,40.72992325,N,962
id3202974,1,3/19/2016 16:12,3/19/2016 16:21,1,-73.7833252,40.64850616,-73.79946136,40.66720581,N,592
id3802928,1,4/2/2016 9:44,4/2/2016 10:07,1,-73.95349884,40.82240295,-73.97828674,0,N,1364
id3891481,1,5/16/2016 23:08,5/16/2016 23:14,1,-73.98578644,40.74157333,-73.9694519,40.75354004,N,399
id1161577,2,5/21/2016 7:27,5/21/2016 7:36,1,0,40.76273727,-73.97856903,40.77232361,N,546
id3553641,1,2/11/2016 19:53,2/11/2016 19:56,1,-73.99956512,40.74393463,-73.99175262,40.74327087,N,188
id2150035,2,2/28/2016 15:02,2/28/2016 15:15,1,-73.95352173,40.77553177,-73.97296143,40.79523087,N,737
id2329901,2,3/4/2016 6:33,3/4/2016 6:43,3,-73.9682312,0,0,40.76969147,N,559
id3718104,1,3/6/2016 15:25,3/6/2016 16:10,2,-73.9821701,40.75676727,-73.79676819,0,N,2717
id0537654,2,4/8/2016 9:53,4/8/2016 10:05,1,-73.96353149,40.75733185,-73.96430969,40.76644516,N,680
id2627914,1,4/10/2016 9:15,4/10/2016 9:24,1,-73.97793579,0,-73.98903656,40.72148514,N,583
id3354425,1,2/14/2016 15:05,2/14/2016 15:18,1,-74.00853729,40.71432114,-73.99035645,40.7464447,N,782
id2340614,1,1/25/2016 22:02,1/25/2016 22:13,1,-73.98799133,40.72385788,-73.97199249,40.75318146,N,717
id2864718,2,1/10/2016 10:55,1/10/2016 10:57,1,-73.98946381,40.76293945,0,40.7684288,N,140
id2209155,2,5/3/2016 9:03,5/3/2016 9:17,2,0,0,-73.98268127,40.7636795,N,844
id3064988,1,1/13/2016 18:56,1/13/2016 19:01,1,-74.00305939,40.72770691,-73.99570465,40.7385025,N,289
id3713673,1,2/27/2016 23:08,2/27/2016 23:16,2,-74.00543976,40.73392105,-73.98567963,0,N,477
id3158322,1,2/3/2016 22:50,2/3/2016 23:03,1,-73.99643707,40.73230362,-74.01556396,40.7115593,N,780
id0159974,2,4/10/2016 19:06,4/10/2016 19:23,1,-73.9923172,40.74940872,-73.98092651,40.73622894,N,989
id3699211,1,4/3/2016 10:41,4/3/2016 10:46,1,-73.98960114,40.75674057,-73.97795868,40.75284195,N,324
id1751269,1,6/4/2016 11:45,6/4/2016 11:57,1,-73.98708344,40.74953842,-74.00532532,40.74126816,N,761
id0233512,2,4/27/2016 19:26,4/27/2016 19:36,2,-73.97428894,40.75576782,0,0,N,627
id0208321,1,2/19/2016 19:40,2/19/2016 20:00,1,-73.9379425,40.84818649,-73.99346161,40.75894547,N,1173
id2236243,2,4/18/2016 7:18,4/18/2016 7:57,1,-73.96067047,40.71100616,-73.77658844,40.64500809,N,2363
id2970900,2,6/10/2016 13:34,6/10/2016 13:36,1,-73.99060822,40.7579422,-74.0004425,40.76196671,N,171
id2178876,2,4/28/2016 17:52,4/28/2016 17:56,2,-73.981987,40.7690506,-73.98377991,40.77532959,N,240
id3261673,2,5/28/2016 12:54,5/28/2016 13:00,5,0,40.76423645,-73.99165344,40.75969315,N,366
id0217515,1,6/10/2016 0:37,6/10/2016 0:57,1,-74.00537872,0,-73.97129822,40.79511261,N,1161
id1628399,2,3/7/2016 11:45,3/7/2016 12:06,2,-73.9752121,40.75936127,-73.99841309,40.72997284,N,1304
id1829840,2,6/14/2016 21:33,6/14/2016 21:45,1,-73.98081207,40.75187302,-74.00016785,0,N,716
id0452845,2,2/8/2016 7:47,2/8/2016 7:49,3,-73.98526001,40.74151993,0,40.73691559,N,127
id3173112,2,3/4/2016 21:52,3/4/2016 22:00,1,-73.96239471,40.75911331,0,40.78075027,N,471
id2882514,1,4/3/2016 9:55,4/3/2016 9:58,1,-74.00204468,40.74026108,-74.00415802,40.74036407,N,172
id2654654,1,5/7/2016 11:52,5/7/2016 12:08,1,-73.95690155,40.76244354,-73.95928192,40.77696228,N,948
id0103292,1,5/2/2016 10:08,5/2/2016 10:33,1,-73.97563171,40.75733185,-73.99822998,40.72290421,N,1476
id0840642,2,5/6/2016 23:17,5/6/2016 23:22,1,-74.00322723,40.73297119,-73.99117279,40.73666,N,315
id1475095,2,2/28/2016 18:48,2/28/2016 19:03,1,-73.99053192,40.75598907,-73.97644043,40.74604034,N,903
id0153692,2,4/25/2016 17:10,4/25/2016 17:18,1,0,0,-73.9935379,40.72182846,N,486
id2576680,2,1/25/2016 14:30,1/25/2016 15:00,1,-73.98222351,40.76863861,-73.97064209,40.75347137,N,1797
id2028083,2,4/24/2016 9:27,4/24/2016 9:58,5,-74.01603699,40.7112999,-73.78942108,40.64710999,N,1861
id0976115,1,3/13/2016 21:19,3/13/2016 21:35,1,-74.00234222,40.73986816,-73.95477295,40.78580093,N,1000
id2775301,1,5/13/2016 9:56,5/13/2016 10:11,1,-73.99597168,40.7483902,0,40.74361038,N,883
id0388783,2,1/3/2016 11:31,1/3/2016 11:39,1,0,40.73342514,0,40.71826172,N,444
id3528532,2,2/14/2016 23:20,2/14/2016 23:38,5,-73.95979309,40.77088928,-73.9992218,40.74399185,N,1069
id0060595,1,1/26/2016 0:10,1/26/2016 0:30,1,-73.87445831,40.77399445,-73.97970581,40.74918747,N,1217
id0390634,1,4/3/2016 10:57,4/3/2016 11:06,4,-73.98873138,0,-73.96803284,40.76229858,N,531
id2379651,2,6/27/2016 18:14,6/27/2016 18:23,1,-73.97994232,40.77582169,-73.9657135,40.76565933,N,554
id0712142,1,5/13/2016 10:46,5/13/2016 10:59,1,-73.98023224,40.76015091,-73.98809814,40.77495575,N,787
id2932568,1,2/19/2016 18:51,2/19/2016 18:55,1,-73.97567749,40.78950119,-73.98030853,40.78030777,N,244
id3575770,1,5/11/2016 11:10,5/11/2016 11:17,1,-73.9455719,40.78232574,-73.9522934,40.78636169,N,403
id3561289,1,5/27/2016 18:30,5/27/2016 18:45,1,-73.99497223,40.74458313,0,40.76804352,N,898
id2690073,2,3/14/2016 0:57,3/14/2016 1:08,2,0,40.68078995,-73.96308899,40.66194153,N,651
id1106162,1,6/10/2016 9:20,6/10/2016 9:25,1,-73.99292755,40.72790909,-73.99401093,40.73530197,N,303
id3357065,1,4/27/2016 16:33,4/27/2016 16:40,1,-73.97131348,0,-73.97445679,0,N,402
id2134082,2,2/15/2016 14:49,2/15/2016 15:26,2,0,0,-74.00389862,40.75092316,N,2167
id2193842,1,3/27/2016 13:32,3/27/2016 13:37,4,-73.95883179,0,-73.96688843,40.77254868,N,289
id1159260,1,3/9/2016 14:36,3/9/2016 15:19,1,-73.9544754,40.76607513,-73.96896362,40.64247513,N,2569
id0797550,2,4/10/2016 12:06,4/10/2016 12:13,2,-73.99711609,40.73655319,-73.98498535,40.7453537,N,467
id0386010,1,4/28/2016 7:04,4/28/2016 7:14,1,-73.99118042,40.75531387,-73.97618103,40.75588608,N,643
id1647742,1,6/8/2016 23:57,6/9/2016 0:05,1,-73.98621368,40.75590134,-73.97543335,40.76281738,N,463
id1442708,1,5/10/2016 19:35,5/10/2016 19:39,2,-73.9943924,40.74586105,-74.00093079,40.73662186,N,194
id3556501,2,3/7/2016 1:32,3/7/2016 1:36,1,0,40.77016068,0,40.75749969,N,227
id2696234,2,4/20/2016 19:20,4/20/2016 19:27,1,-73.97869873,40.73701859,-73.9927597,40.7430954,N,395
id3637000,1,5/30/2016 14:31,5/30/2016 14:51,1,-73.99402618,0,-73.94831085,40.77896118,N,1222
id1604690,1,6/12/2016 2:34,6/12/2016 2:38,1,-73.98531342,40.74736404,-74.00208282,40.7396965,N,259
id2468397,2,2/16/2016 8:51,2/16/2016 9:05,1,-73.98345947,0,-73.97161865,0,N,875
id1011524,1,6/29/2016 21:43,6/29/2016 22:00,1,-74.00258636,40.72885132,-73.98318481,0,N,1001
id1543489,2,4/28/2016 21:11,4/28/2016 21:23,1,-73.99128723,40.72309113,-73.95144653,0,N,738
id0435865,1,6/14/2016 6:47,6/14/2016 7:13,1,-73.98234558,40.77555466,-73.87064362,40.77390671,N,1548
id3535115,1,1/21/2016 18:26,1/21/2016 18:37,1,-73.98957062,40.76216507,-73.98020172,40.75471878,N,671
id1387150,2,4/6/2016 18:12,4/6/2016 18:35,6,-73.97203064,40.76464844,-74.01767731,0,N,1392
id3989377,1,5/5/2016 20:38,5/5/2016 20:50,1,-74.01300049,40.71545029,-73.99461365,40.75042725,N,753
id1595736,2,3/29/2016 22:16,3/29/2016 22:27,1,0,40.74954987,-73.97013855,40.75789642,N,654
id2625511,2,1/18/2016 20:38,1/18/2016 20:47,1,-73.98658752,40.76242065,0,40.79359818,N,588
id0357625,1,5/19/2016 20:37,5/19/2016 20:48,1,-73.97647858,40.74928284,-73.99362183,40.75695419,N,633
id2018267,2,5/4/2016 14:52,5/4/2016 15:25,2,-73.8634491,0,-73.9681015,40.75723648,N,2004
id1261947,1,6/25/2016 22:27,6/25/2016 22:50,2,-73.96379852,40.77702332,-73.95726013,40.72994232,N,1370
id1733012,1,6/18/2016 8:26,6/18/2016 8:36,1,-73.98777771,40.77945328,-73.95572662,40.78500748,N,610
id0486050,2,6/12/2016 13:36,6/12/2016 13:41,1,-73.94812775,40.78945923,-73.94550323,40.7953186,N,303
id2102808,1,2/14/2016 2:55,2/14/2016 3:21,2,-73.99528503,40.71740723,-73.83854675,0,N,1551
id1559341,2,4/24/2016 19:20,4/24/2016 19:29,4,0,40.78097916,0,40.75815964,N,578
id2598261,2,4/21/2016 8:45,4/21/2016 9:05,3,-73.97238922,40.74541855,-73.97685242,40.75902176,N,1240
id3491416,1,3/25/2016 12:50,3/25/2016 12:56,1,-73.98194885,0,-73.9724884,40.75702667,N,364
id3423185,2,6/11/2016 7:19,6/11/2016 7:26,1,-73.98743439,40.76069641,-73.98213196,40.77200317,N,376
id3535789,2,4/29/2016 10:09,4/29/2016 10:22,1,0,40.78382874,-73.97653961,40.76153564,N,740
id3486953,2,6/17/2016 22:30,6/17/2016 22:36,1,-73.94452667,40.83475113,-73.95272064,40.81824875,N,310
id3730301,1,1/16/2016 23:31,1/16/2016 23:35,1,-74.00601196,40.73997498,-74.00222778,40.74012756,N,270
id1232339,2,4/9/2016 20:26,4/9/2016 20:47,2,-73.96817017,40.76171875,-73.98412323,40.72710037,N,1295
id0510749,2,3/13/2016 3:25,3/13/2016 3:36,1,-73.98719025,40.7225914,-73.99668121,40.73757172,N,664
id2674943,1,1/22/2016 22:03,1/22/2016 22:16,1,-74.00956726,40.70529175,0,40.74819946,N,774
id2646286,2,6/13/2016 15:37,6/13/2016 15:56,1,-73.98500061,40.75967026,-73.96968079,40.76445007,N,1106
id2968526,2,2/7/2016 15:21,2/7/2016 15:41,2,0,40.76914215,-73.95714569,0,N,1192
id2491964,2,5/31/2016 11:14,5/31/2016 11:33,1,-73.99282074,40.72423172,-73.9943924,40.7407608,N,1154
id2654374,1,2/15/2016 11:53,2/15/2016 12:07,1,0,0,-73.99555206,40.76931,N,869
id3041887,2,1/5/2016 10:49,1/5/2016 11:04,1,-74.01602173,40.71168137,-73.98323059,40.7299118,N,890
id2324103,2,1/20/2016 19:21,1/20/2016 19:42,1,-73.99926758,40.76099014,-73.97963715,40.78382111,N,1210
id0824922,1,2/27/2016 16:44,2/27/2016 17:12,1,-73.9782486,0,-73.95302582,40.81491852,N,1683
id3488285,2,2/9/2016 18:22,2/9/2016 19:07,2,-73.78202057,40.64487076,-74.00637054,40.73360062,N,2709
id0589117,1,1/6/2016 20:45,1/6/2016 20:57,1,-73.99534607,40.73966217,0,40.7252121,N,752
id2259299,2,4/9/2016 16:50,4/9/2016 17:03,1,-74.00206757,40.74571991,-73.98937988,40.76530838,N,777
id0856899,1,5/13/2016 13:47,5/13/2016 13:55,1,-73.98620605,40.75731277,-73.99288177,40.74827957,N,496
id3467507,1,2/4/2016 10:44,2/4/2016 10:54,1,-73.97917175,40.78198624,-73.9562912,0,N,621
id2218071,2,5/15/2016 5:06,5/15/2016 5:18,5,-74.00125122,40.74634171,-74.01364136,40.70225525,N,704
id1098446,1,5/28/2016 0:57,5/28/2016 1:17,1,-73.99158478,40.72661209,-73.94237518,40.70087433,N,1211
id1477702,2,3/19/2016 14:39,3/19/2016 14:44,3,-73.96959686,40.75722885,-73.9641037,40.77396011,N,348
id2184037,1,5/20/2016 22:26,5/20/2016 22:33,1,0,40.76406479,-73.97809601,40.77727127,N,461
id2098403,1,5/20/2016 7:18,5/20/2016 7:21,2,-73.96613312,0,-73.95723724,40.78446198,N,185
id2198652,2,4/6/2016 16:27,4/6/2016 16:41,2,-73.99585724,40.75888824,-73.97444153,0,N,891
id3778349,2,6/19/2016 0:10,6/19/2016 0:30,1,-73.96970367,40.76265717,0,40.71740341,N,1180
id1185767,2,6/27/2016 14:26,6/27/2016 14:35,1,-73.97994232,40.76036835,0,40.77761078,N,554
id1163766,2,3/2/2016 22:38,3/2/2016 23:02,6,-73.98681641,40.74259949,-73.94909668,40.71113968,N,1441
id1284143,2,1/15/2016 15:54,1/15/2016 16:02,1,-73.95507813,40.78105164,-73.94976807,40.77223206,N,536
id0433615,1,5/3/2016 23:26,5/4/2016 0:05,1,-73.78200531,40.64453125,-73.97703552,40.65636826,N,2343
id0602724,1,6/13/2016 7:19,6/13/2016 7:35,1,-73.98754883,40.74747086,-73.99654388,40.71566772,N,915
id1227660,1,4/12/2016 14:20,4/12/2016 14:48,1,-73.97286987,40.75895309,-73.95849609,40.80149078,N,1691
id0550176,1,4/6/2016 0:27,4/6/2016 0:34,1,0,40.71999741,-74.00222015,40.72969055,N,449
id0407991,1,2/5/2016 17:08,2/5/2016 17:19,1,-73.98077393,0,0,40.83799744,N,674
id1237515,1,4/5/2016 21:36,4/5/2016 21:56,1,-73.86347198,40.76986313,-73.97640991,40.75140381,N,1225
id3123236,1,4/6/2016 13:01,4/6/2016 13:19,1,-73.96021271,40.776474,-73.96343231,40.76435471,N,1077
id1585968,2,6/6/2016 21:49,6/7/2016 21:45,6,-74.00613403,40.71406174,-73.96029663,40.6602478,N,86137
id3259534,2,4/10/2016 19:30,4/10/2016 19:47,1,0,40.74816895,-73.97566223,40.7914505,N,980
id3113204,2,2/7/2016 2:08,2/7/2016 2:26,6,-74.00534058,40.73973846,-73.96761322,40.76869965,N,1072
id3845989,2,2/20/2016 23:22,2/20/2016 23:41,1,-74.00669861,40.73028183,-73.97796631,0,N,1130
id1227045,2,2/8/2016 13:46,2/8/2016 13:53,1,-74.00785065,40.70542145,-73.98648071,40.70370102,N,430
id0338862,2,6/3/2016 19:08,6/3/2016 19:23,1,-73.98851013,40.73736572,-73.99695587,40.76029587,N,902
id3457881,2,4/5/2016 22:34,4/5/2016 22:59,1,-74.00260925,0,-73.94919586,40.67333984,N,1491
id2402954,2,6/7/2016 22:59,6/7/2016 23:12,1,0,40.73720551,-74.01611328,40.7105484,N,807
id1818905,1,5/4/2016 10:50,5/4/2016 11:22,1,-74.01482391,40.71117401,0,40.78099823,N,1907
id3885018,1,5/17/2016 14:41,5/17/2016 14:42,1,-74.00595093,40.70617676,0,40.70862579,Y,0
id3450244,1,2/5/2016 11:38,2/5/2016 11:43,1,-73.997612,40.74143982,-73.99134064,40.73501587,N,292
id0236916,1,1/11/2016 16:47,1/11/2016 17:09,1,-73.99108124,40.75603104,-73.95368195,40.77076721,N,1361
id2467717,2,4/8/2016 17:24,4/8/2016 17:27,1,-73.96103668,40.78078079,-73.95523071,40.77716064,N,203
id0479336,1,3/2/2016 10:26,3/2/2016 11:03,2,-73.96155548,40.8120079,-73.9778595,40.7534523,N,2243
id0941423,1,5/25/2016 10:00,5/25/2016 10:17,1,-73.97240448,40.78624344,-73.96972656,40.75935745,N,1008
id1578007,1,4/14/2016 10:04,4/14/2016 10:13,1,0,40.75705338,-73.98508453,40.74147797,N,555
id0721540,1,6/19/2016 21:19,6/19/2016 21:34,1,-73.95588684,40.71134949,-73.95615387,40.67538452,N,886
id0301980,2,5/1/2016 17:48,5/1/2016 18:59,1,-73.77677917,0,-73.99990082,40.7617569,N,4262
id3270296,1,6/17/2016 11:51,6/17/2016 11:58,1,-73.96550751,40.7627449,-73.95569611,40.76610565,N,375
id2304824,1,4/3/2016 17:15,4/3/2016 17:23,1,-73.95783234,40.77627182,0,0,N,487
id3428562,1,5/20/2016 8:47,5/20/2016 8:56,1,-73.99923706,40.74427414,-73.98686218,40.75760651,N,580
id0616517,1,6/10/2016 8:20,6/10/2016 8:24,1,-73.9626236,40.76984024,-73.97138214,0,N,238
id2422554,2,6/11/2016 1:21,6/11/2016 1:38,1,-73.95844269,40.77652359,-73.99625397,40.7253685,N,1013
id1141751,2,5/19/2016 14:15,5/19/2016 14:19,6,-73.98110199,40.78152084,-73.97718811,40.78974915,N,246
id0220074,2,3/21/2016 20:43,3/21/2016 20:52,1,-73.97292328,40.75593567,-73.97907257,40.77194214,N,520
id3702796,1,5/27/2016 1:25,5/27/2016 1:37,1,-73.95891571,40.77481079,-74.0098114,40.70517349,N,709
id1057005,2,6/5/2016 10:41,6/5/2016 10:46,1,-73.9799881,40.75457001,0,40.76158142,N,280
id3872255,1,2/6/2016 13:08,2/6/2016 13:21,2,0,40.73213577,-74.00214386,40.75074387,N,750
id2861956,2,1/29/2016 14:20,1/29/2016 14:23,1,-73.99234772,0,-73.99157715,40.75809097,N,228
id0440065,1,6/14/2016 15:39,6/14/2016 15:48,1,-73.9546814,40.76525116,-73.96356964,40.76401138,N,546
id3177761,1,3/19/2016 11:20,3/19/2016 11:31,1,-74.00844574,40.74459839,0,40.702034,N,654
id0497038,1,4/25/2016 2:06,4/25/2016 2:20,1,-73.93325043,40.7100563,-73.95830536,40.73382568,N,830
id2846496,2,2/18/2016 8:18,2/18/2016 8:22,1,-73.97840881,40.77296066,-73.97344208,40.76454163,N,234
id2822276,2,2/22/2016 23:41,2/22/2016 23:47,1,-73.95491028,40.76383972,-73.96768188,40.76546097,N,344
id3090662,2,5/5/2016 21:22,5/5/2016 21:53,1,-73.78214264,40.64464188,-73.95165253,40.73547745,N,1862
id3342343,2,4/17/2016 20:42,4/17/2016 20:56,1,-74.01467896,40.71409988,-73.98661804,40.72185898,N,863
id1200597,2,3/13/2016 19:36,3/13/2016 19:47,2,-73.9759903,40.75185776,-74.0125885,0,N,687
id0108843,1,4/22/2016 22:13,4/22/2016 22:16,1,-73.99117279,0,-73.9959259,40.74855423,N,162
id3520802,1,3/5/2016 15:21,3/5/2016 16:22,1,0,40.71572113,-73.96232605,40.76293182,N,3677
id0549384,1,3/6/2016 18:06,3/6/2016 18:06,1,-74.01472473,40.71798325,-74.01477814,40.71797943,N,NA
id2356642,1,6/12/2016 19:39,6/12/2016 19:46,2,-73.9731369,0,-73.98747253,40.72919464,N,392
id3917693,2,4/28/2016 19:12,4/28/2016 19:23,1,-74.01660156,40.70811844,0,40.7358284,N,659
id1389071,1,3/27/2016 0:39,3/27/2016 0:51,1,-73.95307922,40.67320633,-73.94944763,40.70664978,N,754
id3072880,2,1/18/2016 15:20,1/18/2016 15:24,1,-73.98220062,40.77825165,-73.98233032,40.77219772,N,227
id2056353,1,6/5/2016 3:31,6/5/2016 3:53,1,-73.99698639,40.73720551,-73.93621063,40.80617523,N,1300
id0885890,1,1/5/2016 21:02,1/5/2016 21:31,1,-73.97882843,40.76176453,0,40.67041779,N,1753
id1575104,1,5/23/2016 16:33,5/23/2016 17:04,2,-73.99924469,40.75450134,-73.95549774,40.77690125,N,1835
id1519326,2,4/11/2016 16:53,4/11/2016 16:58,1,-73.99542236,40.7493782,-73.9862442,40.76203537,N,323
id3417914,2,5/13/2016 6:16,5/13/2016 6:23,1,-73.99880981,40.73408127,-73.98607635,40.76152039,N,394
id1450164,1,1/15/2016 16:43,1/15/2016 17:53,1,-73.78894806,40.64283752,-73.9883728,40.75876236,N,4173
id3597732,1,2/8/2016 15:38,2/8/2016 15:52,1,-73.94818878,40.77487564,-73.96665192,40.76413727,N,852
id2628887,1,1/8/2016 7:15,1/8/2016 7:29,1,-73.97576904,40.75325394,-74.01445007,40.71148682,N,848
id2228840,1,4/10/2016 14:09,4/10/2016 14:50,1,-73.86395264,0,0,0,N,2438
id0661062,2,1/19/2016 17:22,1/19/2016 17:44,1,-73.99075317,40.73817062,-74.01709747,40.7059288,N,1307
id1876288,2,2/5/2016 8:52,2/5/2016 9:07,2,-73.99669647,40.73763657,-73.9776535,40.72593307,N,890
id2356791,2,1/19/2016 19:31,1/19/2016 19:46,1,-73.99706268,0,-73.99227905,40.74756622,N,924
id2439050,1,4/15/2016 22:55,4/15/2016 23:02,2,-73.9885788,40.72771835,-73.98088837,40.72127151,N,376
id2795256,2,2/29/2016 23:48,3/1/2016 0:09,1,-74.00688934,40.71973038,-73.96424103,40.65343094,N,1250
id2204451,1,6/7/2016 8:03,6/7/2016 8:51,1,-73.98985291,40.7571373,-73.78320313,40.64391327,N,2890
id0976377,2,3/15/2016 8:42,3/15/2016 9:20,4,-73.95632935,40.78440857,-74.01011658,40.71998978,N,2280
id1200321,2,2/24/2016 20:38,2/24/2016 20:48,1,0,40.75939941,-73.96173096,40.77690125,N,635
id1702495,1,5/7/2016 6:13,5/7/2016 6:16,1,0,40.74176025,-73.99461365,40.75042725,N,229
id2565504,2,4/29/2016 9:30,4/29/2016 9:41,1,-73.98219299,40.74615097,-73.97688293,0,N,700
id1471523,2,2/24/2016 11:07,2/24/2016 11:15,1,-73.95171356,0,-73.96331787,0,N,463
id3738113,2,3/14/2016 22:54,3/14/2016 23:18,1,-73.87085724,40.77373886,-74.00544739,40.64311981,N,1414
id2716171,2,5/5/2016 19:38,5/5/2016 19:46,1,-73.99340057,40.73400879,0,40.74475098,N,519
id1779697,1,6/16/2016 0:22,6/16/2016 0:31,3,-73.97213745,40.75682068,-73.94978333,40.78047562,N,561
id2752352,2,1/9/2016 0:57,1/9/2016 1:04,1,-73.98500061,40.74459076,-73.99228668,40.74950027,N,438
id0352597,1,4/28/2016 11:23,4/28/2016 12:42,2,-73.7904892,40.64392471,-73.98021698,0,Y,4744
id0939505,2,2/14/2016 22:39,2/14/2016 22:47,3,-73.96530151,40.7618866,-73.98293304,40.76013184,N,465
id0980663,2,6/4/2016 17:20,6/4/2016 17:46,1,-73.99143219,40.73498917,-73.93924713,40.81507874,N,1524
id3970271,2,3/12/2016 8:19,3/12/2016 8:30,1,-73.92108154,40.75651169,-73.9467926,40.74129105,N,661
id2850496,1,3/3/2016 22:19,3/3/2016 22:23,1,-73.99428558,40.75580978,-73.98623657,40.76220322,N,247
id2686886,2,2/6/2016 22:36,2/6/2016 22:48,1,-73.95305634,40.76747513,-73.98836517,40.72340775,N,755
id1196801,2,6/10/2016 13:26,6/10/2016 13:59,1,-73.99182129,40.75022888,-73.93653107,40.81576157,N,1989
id3212937,2,4/22/2016 22:14,4/22/2016 22:21,3,-73.94753265,0,-73.9536972,40.77090073,N,465
id3288471,1,2/14/2016 15:27,2/14/2016 15:33,1,-73.99099731,40.73480606,0,40.73095322,N,392
id2976103,2,5/18/2016 21:13,5/18/2016 21:14,2,0,40.79072189,-73.97657013,40.79060745,N,NA
id2041186,2,1/7/2016 23:31,1/7/2016 23:33,1,-73.98632813,40.76704788,-73.98914337,40.76032639,N,164
id0020694,2,3/28/2016 4:30,3/28/2016 4:52,5,-73.97650146,40.79087067,-73.87046051,40.77373886,N,1322
id0479171,2,6/24/2016 23:20,6/24/2016 23:27,1,-73.98166656,40.76720047,-73.96902466,40.76122284,N,413
id3801799,2,3/9/2016 13:52,3/9/2016 14:00,1,-73.99841309,40.7135582,-74.00934601,40.71255875,N,470
id2540461,1,5/27/2016 22:56,5/27/2016 23:07,1,-73.97595978,40.7529068,-73.97585297,40.73334503,N,668
id1400952,2,4/26/2016 19:19,4/26/2016 19:30,1,-73.98429108,40.764431,-73.98470306,40.74974823,N,642
id0093970,2,1/22/2016 20:07,1/22/2016 20:38,5,-73.98612976,40.74055099,-73.93965149,0,N,1853
id2881260,1,6/11/2016 12:08,6/11/2016 12:22,1,-73.99104309,0,-73.96152496,40.77979279,N,862
id1303373,1,1/4/2016 9:39,1/4/2016 9:48,1,-73.97589874,40.76054764,-73.99332428,40.74629974,N,520
id0231211,1,4/19/2016 18:20,4/19/2016 18:50,2,-73.99041748,0,-73.94798279,40.78302765,N,1801
id0816516,2,6/13/2016 6:15,6/13/2016 6:22,2,-73.99153137,40.75149155,0,40.74411011,N,414
id3820728,1,1/16/2016 10:48,1/16/2016 10:56,1,-73.97793579,40.75246429,-73.99324799,40.74537277,N,497
id1147643,2,1/14/2016 2:03,1/14/2016 2:10,2,-73.97067261,40.75172043,-73.99160767,40.75986099,N,435
id2502297,2,4/11/2016 9:22,4/11/2016 9:26,1,-73.9897995,40.73903275,-73.99123383,40.73186111,N,218
id2505607,2,2/8/2016 10:51,2/8/2016 10:57,3,-73.99623108,40.72668839,-73.98988342,40.73345184,N,344
id2555209,1,4/30/2016 12:05,4/30/2016 12:23,1,-73.99901581,40.73420715,-73.98879242,40.76173019,N,1073
id1920941,1,5/12/2016 7:36,5/12/2016 7:44,1,-73.97814178,40.75243378,-73.99480438,40.75290298,N,509
id3630795,2,2/15/2016 21:39,2/15/2016 21:57,1,-73.99256134,40.73069,-73.98457336,40.7699585,N,1032
id2254608,2,2/7/2016 1:07,2/7/2016 1:09,2,-73.94923401,0,-73.95418549,40.77643585,N,132
id1161393,2,5/29/2016 3:28,5/29/2016 3:32,1,-73.98999023,40.7468605,-73.97919464,40.74978256,N,220
id1981450,1,2/28/2016 18:47,2/28/2016 18:57,2,-74.00525665,0,0,40.74252701,N,590
id1503486,2,2/10/2016 20:37,2/10/2016 20:38,2,0,40.74225998,-73.98917389,40.73625565,N,0
id0765574,2,4/8/2016 14:58,4/8/2016 15:17,1,-73.99190521,40.74980164,-73.97306061,0,N,1159
id1033590,2,4/5/2016 7:08,4/5/2016 7:15,1,-73.9752121,40.73288345,-74.00479126,40.70848083,N,383
id1076306,1,2/19/2016 23:12,2/19/2016 23:26,1,-74.00119019,40.73688507,-74.00324249,40.71766663,N,864
id3563593,1,6/18/2016 15:30,6/18/2016 15:33,1,-73.97846222,40.75435638,-73.98200989,40.75417709,N,216
id3772200,1,5/14/2016 10:34,5/14/2016 10:44,3,-73.99026489,40.7750473,-73.97480011,40.78920746,N,612
id1533372,1,3/10/2016 20:06,3/10/2016 20:09,1,-73.99630737,40.74337769,-73.99183655,40.73708344,N,204
